question_id,language,question,question_english_reference,semantic_similarity,rouge1_f1,rouge1_precision,rouge1_recall,rouge2_f1,rouge2_precision,rouge2_recall,rougeL_f1,rougeL_precision,rougeL_recall,avg_similarity_score_multilingual,min_similarity_score_multilingual,avg_similarity_score_translation,min_similarity_score_translation,unique_sources_multilingual,unique_sources_translation,retrieval_overlap,time_multilingual,time_translation,time_difference,time_speedup,multilingual_retrieval_time,multilingual_generation_time,multilingual_response_translation_time,translation_question_translation_time,translation_retrieval_time,translation_generation_time,translation_response_translation_time
31,Chinese,什么是胰岛素抵抗，它如何影响葡萄糖进入细胞？,,0.9212923049926758,0.6285714285714286,0.6043956043956044,0.6547619047619048,0.3045977011494253,0.292817679558011,0.31736526946107785,0.4685714285714285,0.45054945054945056,0.4880952380952381,0.0,0.0,0.0,0.0,0,0,0.0,8.449970483779907,9.147297859191896,0.6973273754119891,1.082524238013676,0.0342693328857421,8.415701150894165,0.0,0.0,0.6243250370025635,8.522972822189331,0.0
32,Chinese,家族史如何影响心脏病的风险？,,0.9624974727630615,0.707774798927614,0.673469387755102,0.7457627118644068,0.39892183288409705,0.37948717948717947,0.42045454545454547,0.520107238605898,0.49489795918367346,0.5480225988700564,0.0,0.0,0.0,0.0,0,0,0.0,8.810224533081055,9.110390663146973,0.30016613006591797,1.0340702020633912,0.0314037799835205,8.778820753097534,0.0,0.0,0.5297534465789795,8.580637216567993,0.0
33,Chinese,吸烟对血压和心脏病风险有何影响？,,0.9006112217903137,0.6332288401253918,0.6392405063291139,0.6273291925465838,0.3470031545741325,0.3503184713375796,0.34375,0.3824451410658307,0.3860759493670886,0.37888198757763975,0.0,0.0,0.0,0.0,0,0,0.0,8.52775239944458,9.21367859840393,0.6859261989593506,1.0804345819191497,0.0286457538604736,8.499106645584106,0.0,0.0,0.537858247756958,8.675820350646973,0.0
34,Chinese,可以改变的心脏病风险因素有哪些？,,0.9583974480628967,0.5669291338582678,0.5255474452554745,0.6153846153846154,0.31746031746031744,0.29411764705882354,0.3448275862068966,0.44881889763779526,0.41605839416058393,0.48717948717948717,0.0,0.0,0.0,0.0,0,0,0.0,7.459025382995605,8.608112335205078,1.1490869522094735,1.1540532299070942,0.0341701507568359,7.4248552322387695,0.0,0.0,0.5500130653381348,8.058099269866943,0.0
35,Chinese,不同族群之间心脏病发病率有什么差异？,,0.9655139446258545,0.6153846153846154,0.5301204819277109,0.7333333333333333,0.38028169014084506,0.32727272727272727,0.453781512605042,0.4405594405594406,0.3795180722891566,0.525,0.0,0.0,0.0,0.0,0,0,0.0,6.781769275665283,8.785884618759155,2.004115343093872,1.2955151173138768,0.0453975200653076,6.736371755599976,0.0,0.0,0.5116486549377441,8.274235963821411,0.0
36,Chinese,酒精摄入对心脏病风险有什么影响？,,0.8932168483734131,0.5101214574898785,0.6923076923076923,0.40384615384615385,0.24489795918367346,0.3333333333333333,0.1935483870967742,0.3724696356275303,0.5054945054945055,0.2948717948717949,0.0,0.0,0.0,0.0,0,0,0.0,9.074731826782228,7.177610397338867,-1.8971214294433612,0.7909446289261802,0.0302221775054931,9.044509649276732,0.0,0.0,0.5794603824615479,6.598150014877319,0.0
37,Chinese,额外的卡路里对心脏病风险有什么影响？,,0.9578620791435242,0.6784452296819787,0.64,0.7218045112781954,0.30604982206405695,0.28859060402684567,0.32575757575757575,0.4028268551236749,0.38,0.42857142857142855,0.0,0.0,0.0,0.0,0,0,0.0,8.856468915939331,8.140386819839478,-0.7160820960998535,0.9191458692062824,0.0344905853271484,8.821978330612183,0.0,0.0,0.5915160179138184,7.548870801925659,0.0
38,Chinese,压力与心脏病有什么关系？,,0.914616048336029,0.5618729096989966,0.5,0.6412213740458015,0.2828282828282828,0.25149700598802394,0.3230769230769231,0.36120401337792646,0.32142857142857145,0.4122137404580153,0.0,0.0,0.0,0.0,0,0,0.0,10.110524892807009,9.624727249145508,-0.4857976436615008,0.9519512934479678,0.0558183193206787,10.054706573486328,0.0,0.0,0.5554063320159912,9.069320917129517,0.0
39,Chinese,哪个族群的心脏病发病率比其他族群低？,,0.9416674375534058,0.6240000000000001,0.75,0.5342465753424658,0.42276422764227634,0.5098039215686274,0.3611111111111111,0.56,0.6730769230769231,0.4794520547945205,0.0,0.0,0.0,0.0,0,0,0.0,6.702324390411377,5.446202993392944,-1.2561213970184326,0.8125842134983063,0.0267508029937744,6.6755735874176025,0.0,0.0,0.4331378936767578,5.0130650997161865,0.0
40,Chinese,家族成员心脏病诊断的年龄阈值是多少会增加风险？,,0.9280654191970825,0.5714285714285714,0.75,0.46153846153846156,0.3373493975903614,0.4444444444444444,0.27184466019417475,0.4166666666666667,0.546875,0.33653846153846156,0.0,0.0,0.0,0.0,0,0,0.0,7.146236419677734,6.273425102233887,-0.8728113174438477,0.8778641978537833,0.0345039367675781,7.111732482910156,0.0,0.0,0.503558874130249,5.769866228103638,0.0
41,Chinese,饮酒超过推荐量对心脏病风险有什么影响？,,0.9879929423332214,0.7381974248927038,0.7166666666666667,0.7610619469026548,0.47619047619047616,0.46218487394957986,0.49107142857142855,0.6609442060085837,0.6416666666666667,0.6814159292035398,0.0,0.0,0.0,0.0,0,0,0.0,7.12694263458252,7.378464221954346,0.2515215873718253,1.035291653134873,0.0253593921661376,7.101583242416382,0.0,0.0,0.7135608196258545,6.664903402328491,0.0
42,Chinese,男性和女性减少心脏病风险的饮酒指南是什么？,,0.9793723821640015,0.7191011235955055,0.7804878048780488,0.6666666666666666,0.45454545454545453,0.49382716049382713,0.42105263157894735,0.5955056179775281,0.6463414634146342,0.5520833333333334,0.0,0.0,0.0,0.0,0,0,0.0,6.591068744659424,6.2602715492248535,-0.3307971954345703,0.9498112964300961,0.0321631431579589,6.558905601501465,0.0,0.0,0.5850989818572998,5.675172567367554,0.0
43,Chinese,管理压力如何影响心脏病风险？,,0.9061581492424011,0.5266666666666666,0.4876543209876543,0.572463768115942,0.20805369127516782,0.19254658385093168,0.22627737226277372,0.31999999999999995,0.2962962962962963,0.34782608695652173,0.0,0.0,0.0,0.0,0,0,0.0,8.494370222091675,8.371788501739502,-0.12258172035217285,0.9855690631386221,0.0445137023925781,8.449856519699097,0.0,0.0,0.440629243850708,7.931159257888794,0.0
44,Chinese,吸烟者降低心脏病风险的建议措施是什么？,,0.9566067457199097,0.48591549295774644,0.41566265060240964,0.5847457627118644,0.21985815602836878,0.18787878787878787,0.26495726495726496,0.28873239436619713,0.2469879518072289,0.3474576271186441,0.0,0.0,0.0,0.0,0,0,0.0,6.923223257064819,8.385154962539673,1.4619317054748535,1.2111634496234138,0.0309290885925292,6.89229416847229,0.0,0.0,0.4502720832824707,7.934882879257202,0.0
45,Chinese,戒烟对心脏病风险有什么影响？,,0.8329229354858398,0.513011152416357,0.5655737704918032,0.46938775510204084,0.19475655430711608,0.21487603305785125,0.1780821917808219,0.3197026022304833,0.3524590163934426,0.2925170068027211,0.0,0.0,0.0,0.0,0,0,0.0,7.870481967926025,7.455215454101562,-0.4152665138244638,0.9472374734461285,0.0344150066375732,7.836066961288452,0.0,0.0,0.4869053363800049,6.968310117721558,0.0
46,Chinese,女性饮酒以降低心脏病风险的指南是什么？,,0.7262839078903198,0.33789954337899547,0.3333333333333333,0.3425925925925926,0.07373271889400923,0.07272727272727272,0.07476635514018691,0.1917808219178082,0.1891891891891892,0.19444444444444445,0.0,0.0,0.0,0.0,0,0,0.0,7.108144760131836,7.300868511199951,0.19272375106811523,1.0271130875315124,0.0273377895355224,7.0808069705963135,0.0,0.0,0.4768955707550049,6.823972940444946,0.0
47,Chinese,盐酸甲哌卡因用于什么？,,0.46567779779434204,0.2716049382716049,0.23157894736842105,0.3283582089552239,0.049999999999999996,0.0425531914893617,0.06060606060606061,0.16049382716049385,0.1368421052631579,0.19402985074626866,0.0,0.0,0.0,0.0,0,0,0.0,10.268770694732666,7.174109220504761,-3.0946614742279053,0.6986336956754422,0.0326588153839111,10.236111879348757,0.0,0.0,0.5321190357208252,6.641990184783936,0.0
48,Chinese,哌替啶盐酸盐的结构式是什么？,,0.7648186683654785,0.45390070921985815,0.49230769230769234,0.42105263157894735,0.18705035971223022,0.203125,0.17333333333333334,0.3262411347517731,0.35384615384615387,0.3026315789473684,0.0,0.0,0.0,0.0,0,0,0.0,7.24275279045105,5.549336910247803,-1.693415880203247,0.7661916775019754,0.0274059772491455,7.215346813201904,0.0,0.0,0.4636051654815674,5.085731744766235,0.0
49,Chinese,血浆蛋白在局部麻醉药作用中的角色是什么？,,0.7165643572807312,0.3573667711598746,0.2544642857142857,0.6,0.10725552050473187,0.07623318385650224,0.18085106382978725,0.21316614420062693,0.15178571428571427,0.35789473684210527,0.0,0.0,0.0,0.0,0,0,0.0,8.434354066848755,9.945372581481934,1.5110185146331787,1.1791504723013988,0.0403501987457275,8.394003868103027,0.0,0.0,0.438812255859375,9.50656032562256,0.0
50,Chinese,什么浓度的盐酸甲哌卡因可以提供完全的感觉和运动阻滞？,,0.6647665500640869,0.3448275862068965,0.4807692307692308,0.26881720430107525,0.09790209790209792,0.13725490196078433,0.07608695652173914,0.22068965517241382,0.3076923076923077,0.17204301075268819,0.0,0.0,0.0,0.0,0,0,0.0,9.915166854858398,4.946056365966797,-4.969110488891602,0.4988374314188415,0.0472805500030517,9.867886304855348,0.0,0.0,0.4262869358062744,4.5197694301605225,0.0
51,Chinese,盐酸甲哌卡因提供的麻醉通常能维持手术多长时间？,,0.6157755851745605,0.36734693877551017,0.4090909090909091,0.3333333333333333,0.08275862068965517,0.09230769230769231,0.075,0.23129251700680273,0.25757575757575757,0.20987654320987653,0.0,0.0,0.0,0.0,0,0,0.0,6.628845930099487,6.270201444625855,-0.3586444854736319,0.9458963914298957,0.0264873504638671,6.60235857963562,0.0,0.0,0.4816884994506836,5.788512945175171,0.0
52,Chinese,哌替啶盐酸盐注射液的pH范围是多少？,,0.7404145002365112,0.4880952380952381,0.5125,0.4659090909090909,0.28915662650602414,0.3037974683544304,0.27586206896551724,0.3333333333333333,0.35,0.3181818181818182,0.0,0.0,0.0,0.0,0,0,0.0,8.069742918014526,6.282372951507568,-1.787369966506958,0.778509676867535,0.0329208374023437,8.036822080612183,0.0,0.0,0.4598860740661621,5.822486877441406,0.0
53,Chinese,哌替啶盐酸盐注射液有哪些给药形式？,,0.8248450756072998,0.42666666666666664,0.41025641025641024,0.4444444444444444,0.13513513513513514,0.12987012987012986,0.14084507042253522,0.26666666666666666,0.2564102564102564,0.2777777777777778,0.0,0.0,0.0,0.0,0,0,0.0,6.43752384185791,6.328850507736206,-0.1086733341217041,0.983118767900308,0.0239007472991943,6.413623094558716,0.0,0.0,0.6043062210083008,5.724544286727905,0.0
54,Chinese,哌替啶盐酸盐的熔点是多少？,,0.7276478409767151,0.3728813559322034,0.5,0.2972972972972973,0.1896551724137931,0.2558139534883721,0.1506849315068493,0.3220338983050847,0.4318181818181818,0.25675675675675674,0.0,0.0,0.0,0.0,0,0,0.0,8.427906274795532,4.9405717849731445,-3.4873344898223877,0.5862157959383579,0.0281894207000732,8.399716854095459,0.0,0.0,0.427678108215332,4.5128936767578125,0.0
55,Chinese,盐酸哌替啶的化学成分是什么？,,0.7618598937988281,0.41666666666666663,0.45454545454545453,0.38461538461538464,0.16901408450704225,0.18461538461538463,0.15584415584415584,0.2916666666666667,0.3181818181818182,0.2692307692307692,0.0,0.0,0.0,0.0,0,0,0.0,7.63240122795105,5.94218373298645,-1.6902174949645996,0.7785470857094412,0.0250120162963867,7.607389211654663,0.0,0.0,0.5409619808197021,5.401221752166748,0.0
56,Chinese,盐酸哌替啶作为麻醉性镇痛药的作用是什么？,,0.763967752456665,0.4431137724550898,0.44047619047619047,0.4457831325301205,0.14545454545454545,0.14457831325301204,0.14634146341463414,0.25149700598802394,0.25,0.25301204819277107,0.0,0.0,0.0,0.0,0,0,0.0,7.374245405197143,6.489883661270142,-0.8843617439270011,0.8800742726430382,0.0293922424316406,7.344853162765503,0.0,0.0,0.5785031318664551,5.911380529403687,0.0
57,Chinese,盐酸哌替啶注射液有哪些浓度可用？,,0.7744542360305786,0.43939393939393934,0.42028985507246375,0.4603174603174603,0.1692307692307692,0.16176470588235295,0.1774193548387097,0.2575757575757575,0.2463768115942029,0.2698412698412698,0.0,0.0,0.0,0.0,0,0,0.0,24.76193857192993,6.685022592544556,-18.076915979385376,0.2699716976167076,0.0382516384124755,24.723686933517456,0.0,0.0,0.5036664009094238,6.181356191635132,0.0
